code;name;sitecode;lat;lon;start;stop;teff;lm;f;qua
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 00:55:00;2012-01-04 01:05:00;0.1600;5.600;1.000;0
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 01:31:00;2012-01-04 01:45:00;0.2300;5.600;1.000;4
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 01:45:00;2012-01-04 01:55:00;0.1600;5.600;1.000;2
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 01:55:00;2012-01-04 02:05:00;0.1600;5.600;1.000;3
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 02:05:00;2012-01-04 02:27:00;0.3600;5.600;1.000;5
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 02:27:00;2012-01-04 02:35:00;0.1200;5.600;1.000;2
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 02:35:00;2012-01-04 02:45:00;0.1600;5.600;1.000;3
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 02:45:00;2012-01-04 03:05:00;0.3300;5.600;1.000;4
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 03:05:00;2012-01-04 03:15:00;0.1600;5.300;1.000;3
LEVAG;Anna Levin;69874;32.0000;35.0000;2012-01-04 03:15:00;2012-01-04 03:35:00;0.3300;4.900;1.000;6
LIJUY;Junyi Li;89582;31.2942;121.4989;2012-01-04 16:30:00;2012-01-04 17:00:00;0.4000;3.200;2.500;0
LIJUY;Junyi Li;89582;31.2942;121.4989;2012-01-04 18:00:00;2012-01-04 18:20:00;0.3000;3.800;1.600;0
LIJUY;Junyi Li;89582;31.2942;121.4989;2012-01-04 18:20:00;2012-01-04 18:40:00;0.3000;3.800;1.800;2
MAIAF;Alexandr Maidik;68502;47.7169;37.5572;2012-01-02 03:00:00;2012-01-02 04:00:00;1.0000;4.500;1.000;1
MAQIH;Qiang Ma;98346;38.9567;117.1033;2012-01-03 20:15:00;2012-01-03 20:45:00;0.5000;5.340;1.000;4
MAQIH;Qiang Ma;98346;38.9567;117.1033;2012-01-03 20:45:00;2012-01-03 21:15:00;0.5000;5.340;1.000;4
MAQIH;Qiang Ma;98346;38.9567;117.1033;2012-01-03 21:15:00;2012-01-03 21:45:00;0.5000;5.280;1.000;10
MAQIH;Qiang Ma;98346;38.9567;117.1033;2012-01-03 21:45:00;2012-01-03 22:15:00;0.5000;5.280;1.000;7
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 07:15:00;2012-01-04 07:30:00;0.2500;5.830;1.000;5
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 07:30:00;2012-01-04 07:45:00;0.2500;5.830;1.000;7
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 07:45:00;2012-01-04 08:00:00;0.2500;5.830;1.000;6
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 08:00:00;2012-01-04 08:15:00;0.2500;5.830;1.000;7
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 08:15:00;2012-01-04 08:30:00;0.2500;6.130;1.000;11
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 08:30:00;2012-01-04 08:45:00;0.2500;6.130;1.000;16
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 08:45:00;2012-01-04 09:00:00;0.2500;6.130;1.000;13
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 09:00:00;2012-01-04 09:15:00;0.2400;6.130;1.100;9
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 09:15:00;2012-01-04 09:30:00;0.2500;6.200;1.200;8
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 09:30:00;2012-01-04 09:45:00;0.2500;6.200;1.200;9
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 09:45:00;2012-01-04 10:00:00;0.2500;6.200;1.200;7
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 10:00:00;2012-01-04 10:15:00;0.2500;6.200;1.250;5
MARPK;Pierre Martin;53120;45.5056;-75.1694;2012-01-04 10:15:00;2012-01-04 10:30:00;0.2500;6.200;1.250;7
